  962
 0  1  1.2000e+00  6.2113e+00  1.4001e+00  2.3000e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 1  1  1.0000e+00  8.8972e+00  4.4333e+00  1.9005e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 2  1  1.2000e+00  1.4614e+00  1.4193e+01  2.1711e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 3  1  1.0000e+00  1.5697e+01  9.2612e+00  1.2007e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 4  1  1.2000e+00  1.4782e+01  1.6992e+01  4.6603e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 5  1  1.0000e+00  1.4304e+01  1.1466e+01  1.9367e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 6  1  1.2000e+00  6.2398e+00  1.2082e+01  1.6350e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 7  1  1.0000e+00  2.9264e+00  1.3027e+01  5.5782e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 8  1  1.2000e+00  1.1827e+01  1.3758e+01  1.3925e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 9  1  1.0000e+00  7.6052e+00  3.5246e+00  7.1147e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 10  1  1.2000e+00  1.6192e+01  3.4876e+00  1.7796e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 11  1  1.0000e+00  1.9816e+01  3.1272e+00  1.2019e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 12  1  1.2000e+00  8.0075e+00  1.6993e+01  2.1023e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 13  1  1.0000e+00  2.7052e+00  9.8891e+00  1.2001e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 14  1  1.2000e+00  1.6223e+01  1.1801e+01  1.6094e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 15  1  1.0000e+00  1.8598e+01  5.3968e+00  3.4636e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 16  1  1.2000e+00  1.2793e+01  7.4692e+00  2.0006e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
 17  1  1.0000e+00  4.7667e+00  1.3802e+01  3.1830e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  1  0  0  0  0  0  0  0
